id,mapudungun,raiz,gramatica,castellano,ejemplo,imagen,source
1626190408013513,ngürekan,ngüreka–n,verbo,"tejer apretando, hacer tejidos gruesos",,,FFD 2022
162619042704,ngürewe,ngürewe,sustantivo,apretador,,,FFD 2022
1626190715352613,ngüriñün,ngüriñ–ün,verbo,"pisonear, henchir, rellenar",,,Augusta 1903
16261926,ngürü,ngürü,sustantivo,zorro,,,FFD 2022
1626192609043513,ngürülen,ngürüle–n,verbo,"estar muy tupido, apiñado",,,Augusta 1903
16262201132225,ngütantu,ngütantu,sustantivo,"cama, plancha",,,Augusta 1903
162622011322253513,ngütantun,ngütantu–n,verbo,"transformarse en cama, hacer la cama",,,Augusta 1903
1626240105,ngütraf,ngütraf,adjetivo,angosto,,,Augusta 1903
1626240109263513,ngütralün,ngütralü–n,verbo,"aplastar, comprimir, romper (con los dientes p. ej. nueces)",,,Augusta 1903
162624011208013513,ngütramkan,ngütramka–n,verbo,conversar,,,FFD 2022
1626240119263513,ngütrarün,ngütrarü–n,verbo,oprimir con la palma de la mano,,,Augusta 1903
1626242605251907,ngütrüfuri,ngütrüfuri,sustantivo,"corcova, giba, joroba",,,Augusta 1903
1626242612352613,ngütrümün,ngütrüm–ün,verbo,llamar,,,FFD 2022
1626242627352613,ngütrüwün,ngütrüw–ün,verbo,ahogarse,,,Augusta 1903
162624263513,ngütrün,ngütrü–n,verbo,"ahogar, sofocar",,,Augusta 1903
17052609352613,ofülün,ofül–ün,verbo,sorber,,,Augusta 1903
1708260909352613,oküllün,oküll–ün,verbo,"desgranar (p, ej, wa)",,,FFD 2022
170909171329120427,ollon mew,ollon mew,adverbio,alrededor,,,Augusta 1903
170909173513,ollon,ollo–n,verbo,arrollar,,,Augusta 1903
1719081713,orkon,orkon,sustantivo,orquilla,,,FFD 2022
18010226263513,pachüün,pachüü–n,verbo,lanzar desparramando,,,Augusta 1903
180103263513,padün,padü–n,verbo,llevar al hombro,,,Augusta 1903
1801052401,paftra,paftra,sustantivo,mejilla,,,FFD 2022
180105352613,pafün,paf–ün,verbo,reventar,,,Augusta 1903
18010907,pali,pali,sustantivo,bola usada en el juego de la chueca,,,Augusta 1903
1801090708011322253513,palikantun,palikantu–n,verbo,jugar palin,,,FFD 2022
1801090718010907,palipali,palipali,sustantivo,tobillo,,,Augusta 1903
180109073513,palin,pali–n,verbo,jugar palin,,,FFD 2022
18010909071801090907,pallipalli,pallipalli,sustantivo,tobillo,,,FFD 2022
180113251322253513,panuntun,panuntu–n,verbo,comer seco algo,,,Augusta 1903
180113253513,panun,panu–n,verbo,comer seco algo,,,Augusta 1903
18011326,panü,panü,sustantivo,"brazado, cantidad de cosas que se puede llevar con los brazos",,,Augusta 1903
180113263513,panün,panü–n,verbo,llevar al hombro,,,Augusta 1903
18011507,pañi,pañi,sustantivo,resolana,,,Augusta 1903
180115072901132226,pañi antü,pañi antü,sustantivo,día soleado,,,FFD 2022
1801152503,pañud,pañud,adjetivo,suave,,,Augusta 1903
1801152521,pañush,pañush,adjetivo,suave,,,Augusta 1903
18011526,pañü,pañü,sustantivo,resolana,,,Augusta 1903
1801152622253513,pañütun,pañütu–n,verbo,tomar la resolana,,,Augusta 1903
18011607,pangi,pangi,sustantivo,"puma, león de montaña",,,FFD 2022
18011608173513,pangkon,pangko–n,verbo,abrazar,,,FFD 2022
180118040922253513,papeltun,papeltu–n,verbo,esp. leer,,,FFD 2022
180122010801,pataka,pataka,sustantivo,cien,,,FFD 2022
1801280901,payla,payla,adverbio,de espaldas,,,Augusta 1903
180128090109043513,paylalen,paylale–n,verbo,estar de espalda,,,FFD 2022
1801281304,payne,payne,sustantivo,celeste,,,FFD 2022
1801282513,payun,payun,sustantivo,barba,,,FFD 2022
1801282513222509043513,payuntulen,payuntule–n,verbo,tener barba,,,FFD 2022
1804020128352613,pechayün,pechay–ün,verbo,tener diarrea,,,Augusta 1903
1804022513352613,pechunün,pechun–ün,verbo,"acechar, aguaitar",,,Augusta 1903
180403013513,pedan,peda–n,verbo,hallar cosa perdida por otro y la cosa hallada,,,Augusta 1903
1804090908043513,pellken,pellke–n,verbo,"asustarse, temblar de susto",,,FFD 2022
18040917,pelo,pelo,sustantivo,claro,,,Augusta 1903
1804091709043513,pelolen,pelole–n,verbo,"vigilar, tener vista",,,Augusta 1903
180409171222253513,pelomtun,pelomtu–n,verbo,alumbrar,,,Augusta 1903
1804091712352613,pelomün,pelom–ün,verbo,alumbrar,,,Augusta 1903
1804091713,pelon,pelon,sustantivo,luz,,,Augusta 1903
180410,pel’,pel',sustantivo,cuello,,,Augusta 1903
18041004,pel’e,pel'e,sustantivo,"barro, lodo",,,Augusta 1903
180412043513,pemen,peme–n,verbo,"ir a visitar, ir a ver",,,FFD 2022
180413240128352613,pentrayün,pentray–ün,verbo,flotar,,,FFD 2022
180413263513,penün,penü–n,verbo,marchitarse,,,Augusta 1903
18041507,peñi,peñi,sustantivo,hermano (entre hombres),,,FFD 2022
1804160409082613253513,pengelkünun,pengelkünu–n,verbo,descubrir,,,Augusta 1903
1804160409352613,pengelün,pengel–ün,verbo,mostrar,,,FFD 2022
1804160801,pengka,pengka,sustantivo,zapallo,,,FFD 2022
180418013513,pepan,pepa–n,verbo,"venir a visitar, venir a ver",,,FFD 2022
18041807,pepi,pepi,auxiliar,antepuesto al verbo expresa poder hacer de ese modo,,,Augusta 1903
18041807080109352613,pepikalün,pepikal–ün,verbo,preparar algo,,,FFD 2022
18041807080127352613,pepikawün,pepikaw–ün,verbo,prepararse,,,FFD 2022
1804180708013513,pepikan,pepika–n,verbo,preparar,,,FFD 2022
1804180709041316043513,pepilenngen,pepilennge–n,verbo,ser cómodo,,,Augusta 1903
180418070925272613,pepiluwün,pepiluwün,sustantivo,poder,,,Augusta 1903
1804180709352613,pepilün,pepil–ün,verbo,manejar,,,Augusta 1903
18041907121709,perimol,perimol,sustantivo,"mal signo, mal agüero",,,Augusta 1903
1804190712171322253513,perimontun,perimontu–n,verbo,tener visiones,,,Augusta 1903
180419080115,perkañ,perkañ,sustantivo,moho,,,Augusta 1903
180419080115352613,perkañün,perkañ–ün,verbo,enmohecerse,,,Augusta 1903
18041908263513,perkün,perkü–n,verbo,peer,,,Augusta 1903
180421013513,peshan,pesha–n,verbo,hallar cosa perdida por otro y la cosa hallada,,,Augusta 1903
180422253513,petun,petu–n,verbo,encontrar algo perdido,,,FFD 2022
18042708010909010409,pewkallael,pewkallael,expresión,"hasta luego, adiós, chao",,,FFD 2022
1804271201,pewma,pewma,sustantivo,sueño,,,Augusta 1903
18042712013513,pewman,pewma–n,verbo,soñar,,,FFD 2022
18042712263513,pewmün,pewmü–n,verbo,"torcer (hilo, lazo)",,,Augusta 1903
180427222509043513,pewtulen,pewtule–n,verbo,"estar sobre aviso, a la expectativa",,,Augusta 1903
18042722252704,pewtuwe,pewtuwe,sustantivo,cualquier cosa para adivinar lo futuro,,,Augusta 1903
18042722253513,pewtun,pewtu–n,verbo,consultar al peutuwe; recelarse; verse otra vez,,,Augusta 1903
18042726,pewü,pewü,sustantivo,primavera,,,FFD 2022
18042726160413,pewüngen,pewüngen,sustantivo,primavera,,,Augusta 1903
180427263513,pewün,pewü–n,verbo,brotar,,,FFD 2022
18043513,pen,pe–n,verbo,"ver, encontrar, hallar",,,FFD 2022
180701272609352613,piawülün,piawül–ün,verbo,hacer subir,,,Augusta 1903
18070207,pichi,pichi,sustantivo,pequeño,,,Augusta 1903
1807020713,pichin,pichin,adverbio,poco,,,Augusta 1903
180702072912011825,pichi mapu,pichi mapu,adverbio,cerca,,,Augusta 1903
18070207291201182509043513,pichi mapulen,pichi mapule–n,verbo,estar cerca,,,Augusta 1903
180702073513,pichin,pichi–n,verbo,"ser poco, ser pequeño",,,Augusta 1903
1807022509352613,pichulün,pichul–ün,verbo,"aventar, refregar",,,Augusta 1903
1807052514352613,pifun’ün,pifun'–ün,verbo,podrirse (palo),,,Augusta 1903
18070825,piku,piku,sustantivo,norte,,,Augusta 1903
1807090409080127082609043513,pilelkawkülen,pilelkawküle–n,verbo,estar listo,,,Augusta 1903
1807090409080127352613,pilelkawün,pilelkaw–ün,verbo,aprestarse,,,Augusta 1903
1807090715,piliñ,piliñ,sustantivo,helada,,,Augusta 1903
180709090115,pillañ,pillañ,sustantivo,espíritu que hace estallar los volcanes,,,Augusta 1903
18070909040922253513,pilleltun,pilleltu–n,verbo,tranquilizar con palabras y caricias al que llora o tiene rabia,,,Augusta 1903
18070909080103041322253513,pillkadentun,pillkadentu–n,verbo,desganchar,,,Augusta 1903
18070925,pilu,pilu,sustantivo,sordo,,,Augusta 1903
1807092513,pilun,pilun,sustantivo,oreja,,,FFD 2022
1807122513,pimun,pimun,sustantivo,soplo,,,Augusta 1903
180712253513,pimun,pimu–n,verbo,"hinchar, soplar",,,FFD 2022
1807130301,pinda,pinda,sustantivo,colibrí,,,FFD 2022
18071325,pinu,pinu,sustantivo,paja fina que sale de la trilla,,,Augusta 1903
1807132605263513,pinüfün,pinüfü–n,verbo,"volar cosas que no tienen alas, por ejemplo una pluma",,,Augusta 1903
18071326280804,pinüyke,pinüyke,sustantivo,murciélago,,,FFD 2022
18071425,pin’u,pin'u,sustantivo,pulmones,,,Augusta 1903
180716043513,pingen,pinge–n,verbo,llamarse,,,FFD 2022
180719043513,piren,pire–n,verbo,"nevar, granizar",,,FFD 2022
1807240127352613,pitrawün,pitraw–ün,verbo,"ampollarse, formarse una ampolla",,,FFD 2022
1807242628352613,pitrüyün,pitrüy–ün,verbo,sentir una puntada,,,FFD 2022
1807270804,piwke,piwke,sustantivo,corazón,,,FFD 2022
180727080428043513,piwkeyen,piwkeye–n,verbo,amar,,,FFD 2022
180727080429020116260909,piwke changüll,piwke changüll,sustantivo,dedo medio,,,FFD 2022
1807272612352613,piwümün,piwüm–ün,verbo,secar,,,FFD 2022
180727272612352613,piwwümün,piwwüm–ün,verbo,secar,,,Augusta 1903
180727352613,piwün,piw–ün,verbo,secar,,,Augusta 1903
18073513,pin,pi–n,verbo,"decir, desear, querer",,,FFD 2022
181703,pod,pod,sustantivo,"barro, suciedad, sucio",,,Augusta 1903
1817032612352613,podümün,podüm–ün,verbo,ensuciar,,,FFD 2022
181705352613,pofün,pof–ün,verbo,hincharse el grano,,,Augusta 1903
1817121712263513,pomomün,pomomü–n,verbo,"zumbar, retumbar",,,Augusta 1903
1817131719,ponor,ponor,adjetivo,encogido de hombros,,,Augusta 1903
18171526,poñü,poñü,sustantivo,"papa, papas",,,FFD 2022
181715263513,poñün,poñü–n,verbo,sacar papas,,,Augusta 1903
181719,por,por,sustantivo,excrementos del ser humano,,,Augusta 1903
1817211713082609043513,poshonkülen,poshonküle–n,verbo,estar dobladito/a,,,FFD 2022
181728,poy,poy,sustantivo,apostema,,,Augusta 1903
181728043513,poyen,poye–n,verbo,"tratar con cariño, agasajar, estimar, amar",,,FFD 2022
181728352613,poyün,poy–ün,verbo,"hincharse, inflamarse",,,FFD 2022
18250326,pudü,pudü,sustantivo,pudú,,,FFD 2022
182504,pue,pue,sustantivo,parte inferior e interior del vientre,,,Augusta 1903
1825080412,pukem,pukem,sustantivo,invierno,,,FFD 2022
182509072704132225,puliwentu,puliwentu,sustantivo,"temprano, en la mañana",,,FFD 2022
182513,pun,pun,sustantivo,noche,,,FFD 2022
18251302253513,punchun,punchu–n,verbo,"dudar, vacilar",,,Augusta 1903
18251329120128,pun may,pun may,expresión,buenas noches,,,FFD 2022
182514,pun’,pun',sustantivo,noche,,,Augusta 1903
18251518252801,puñpuya,puñpuya,sustantivo,axila,,,FFD 2022
18251901,pura,pura,sustantivo,ocho,,,FFD 2022
182519253513,purun,puru–n,verbo,bailar,,,FFD 2022
1825272609240718011322253513,puwültripantun,puwültripantu–n,verbo,cumplir años,,,FFD 2022
182527352613,puwün,puw–ün,verbo,"llegar allá, alcanzar, llegar a otra parte",,,FFD 2022
1825290907270413,pu liwen,pu liwen,adverbio,en la mañana,,,Augusta 1903
18260207182619013513,püchipüran,püchipüra–n,verbo,ser bajo,,,FFD 2022
18260207192512043513,püchirumen,püchirume–n,verbo,ser delgado,,,FFD 2022
18260207192518013513,püchirupan,püchirupa–n,verbo,ser angosto,,,FFD 2022
18260207222527352613,püchituwün,püchituw–ün,verbo,ser corto de distancia,,,FFD 2022
1826022629020116260909,püchü changüll,püchü changüll,sustantivo,dedo meñique,,,FFD 2022
182603,püd,püd,adjetivo,espeso,,,Augusta 1903
1826032612352613,püdümün,püdüm–ün,verbo,"difundir, espesar alimentos, propagar, desparramar",,,FFD 2022
182603352613,püdün,püd–ün,verbo,"ser espeso, desparramarse, extenderse, propagarse",,,FFD 2022
1826052609090801,püfüllka,püfüllka,sustantivo,pifilca,,,FFD 2022
18260901282908262726,pülay küwü,pülay küwü,sustantivo,palma mano,,,FFD 2022
1826090904,pülle,pülle,adverbio,cerca,,,Augusta 1903
182609090409043513,püllelen,püllele–n,verbo,estar cerca,,,FFD 2022
1826090907,pülli,pülli,sustantivo,suelo,,,Augusta 1903
182609090709,püllil,püllil,sustantivo,cementerio,,,Augusta 1903
18260909352613,püllün,püll–ün,verbo,curar exteriormente,,,Augusta 1903
1826092426082613253513,pültrükünun,pültrükünu–n,verbo,colgar,,,Augusta 1903
1826092426092527082609043513,pültrüluwkülen,pültrüluwküle–n,verbo,estar suspendido,,,Augusta 1903
1826092426130106352613,pültrünagün,pültrünag–ün,verbo,bajar y quedar colgado,,,Augusta 1903
18260924263513,pültrün,pültrü–n,verbo,colgar,,,FFD 2022
18260925,pülu,pülu,sustantivo,árbol del mismo nombre,,,Augusta 1903
18261026,pül’ü,pül'ü,sustantivo,mosca,,,Augusta 1903
1826130113222608253513,pünantükun,pünantüku–n,verbo,pegar algo en algún objeto,,,Augusta 1903
182613013513,pünan,püna–n,verbo,pegarse,,,Augusta 1903
182613020128290917160817,pünchay longko,pünchay longko,sustantivo,cabello suelto,,,FFD 2022
182613173513,pünon,püno–n,verbo,pisar,,,FFD 2022
182613222609352613,püntülün,püntül–ün,verbo,"dividir, separar",,,FFD 2022
18261322263513,püntün,püntü–n,verbo,"apartarse, separarse",,,Augusta 1903
1826132613,pünün,pünün,sustantivo,pene,,,FFD 2022
1826150103352613,püñadün,püñad–ün,verbo,pegarse,,,Augusta 1903
1826150415,püñeñ,püñeñ,sustantivo,hijos (respecto de una madre),,,FFD 2022
1826150415352613,püñeñün,püñeñ–ün,verbo,"salir con bien, desembarazar, alumbrar",,,Augusta 1903
18261901080127040909253513,pürakawellun,pürakawellu–n,verbo,montar a caballo,,,FFD 2022
18261901122902011804,püram chape,püram chape,sustantivo,trenza cintillo,,,FFD 2022
1826190112352613,püramün,püram–ün,verbo,hacer subir,,,FFD 2022
182619013513,püran,püra–n,verbo,"subir, subirse, montar un caballo",,,FFD 2022
182619173513,püron,püro–n,verbo,"anudarse, nudo, anudado",,,Augusta 1903
1826192513,pürun,pürun,sustantivo,baile,,,Augusta 1903
182619253513,pürun,püru–n,verbo,bailar,,,Augusta 1903
182619352613,pürün,pür–ün,verbo,menguar la luna,,,Augusta 1903
18262204050409352613,pütefelün,pütefel–ün,verbo,rociar a alguien,,,Augusta 1903
1826221708172704,pütokowe,pütokowe,sustantivo,vaso,,,FFD 2022
1826221708173513,pütokon,pütoko–n,verbo,"tomar líquido, tomar agua",,,FFD 2022
182622253513,pütun,pütu–n,verbo,"beber, tomar (licores, remedios)",,,Augusta 1903
18262401,pütra,pütra,sustantivo,estómago,,,FFD 2022
1826240412,pütrem,pütrem,sustantivo,tabaco,,,Augusta 1903
182624041222253513,pütremtun,pütremtu–n,verbo,fumar,,,Augusta 1903
182624043513,pütren,pütre–n,verbo,"quemar, quemar algo",,,Augusta 1903
182624263513,pütrün,pütrü–n,verbo,"estrujar; ser abundante, muy grande, etc.",,,Augusta 1903
1901080703250112352613,rakiduamün,rakiduam–ün,verbo,"pensar, razonar",,,FFD 2022
1901080715,rakiñ,rakiñ,sustantivo,bandurria,,,FFD 2022
190108073513,rakin,raki–n,verbo,"contar, calcular",,,FFD 2022
1901082612352613,rakümün,raküm–ün,verbo,"cerrar (algo), encerrar, trancar",,,FFD 2022
19010907,rali,rali,sustantivo,plato,,,FFD 2022
19010924173513,raltron,raltro–n,verbo,pasar una cosa a otra mano,,,Augusta 1903
19011222253513,ramtun,ramtu–n,verbo,preguntar,,,FFD 2022
190114,ran’,ran',sustantivo,"dinero, prenda, tesoro",,,Augusta 1903
190114352613,ran’ün,ran'–ün,verbo,apostar prendas,,,Augusta 1903
190116071504092704,rangiñelwe,rangiñelwe,sustantivo,listón auxiliar,,,FFD 2022
190118073513,rapin,rapi–n,verbo,vomitar,,,Augusta 1903
1901190108263513,rarakün,rarakü–n,verbo,"hacer ruido (como el mar, el viento)",,,Augusta 1903
190119013513,raran,rara–n,verbo,"hacer ruido (como el mar, el viento)",,,Augusta 1903
1901280413,rayen,rayen,sustantivo,flor,,,FFD 2022
190128052622253513,rayfütun,rayfütu–n,verbo,"mezclar, entreverar, inmiscuir",,,Augusta 1903
1901282613,rayün,rayün,sustantivo,florecer,,,FFD 2022
190128263513,rayün,rayü–n,verbo,florecer,,,FFD 2022
1904060904,regle,regle,sustantivo,siete,,,FFD 2022
19040616043513,regngen,regnge–n,verbo,hacer prisionero (en la guerra),,,Augusta 1903
19040804,reke,reke,adverbio,casi,,,Augusta 1903
1904082609,rekül,rekül,adjetivo,recostado de lado,,,Augusta 1903
1904082609082609043513,rekülkülen,rekülküle–n,verbo,estar afirmado/a,,,FFD 2022
190409043513,relen,rele–n,verbo,"estar sin ocupación, tener tiempo",,,Augusta 1903
190409120109043513,relmalen,relmale–n,verbo,"estar colocado detrás de personas o cosas para exponerse al sol, al golpe, a la vista de otros",,,Augusta 1903
190409120113222509043513,relmantulen,relmantule–n,verbo,"estar colocado detrás de personas o cosas para exponerse al sol, al golpe, a la vista de otros",,,Augusta 1903
1904091225,relmu,relmu,sustantivo,arco iris,,,Augusta 1903
1904091226,relmü,relmü,sustantivo,arcoiris,,,FFD 2022
1904130416082609043513,renengkülen,renengküle–n,verbo,yacer sobre algo,,,Augusta 1903
1904131201,renma,renma,adverbio,frente a frente,,,Augusta 1903
1904132509043513,renulen,renule–n,verbo,yacer sobre algo,,,Augusta 1903
1904182610263513,repül’ün,repül'ü–n,verbo,cornear,,,Augusta 1903
19042426,retrü,retrü,adverbio,"perpendicular, parado; bastón",,,Augusta 1903
190427,rew,rew,sustantivo,ola,,,Augusta 1903
190428043513,reyen,reye–n,verbo,"apremiar a alguien, empecinarse en hacer una acción",,,Augusta 1903
190428182509352613,reypulün,reypul–ün,verbo,"mezclar, entreverar, inmiscuir",,,Augusta 1903
190428182512352613,reypumün,reypum–ün,verbo,"mezclar, entreverar, inmiscuir",,,Augusta 1903
1904282612352613,reyümün,reyüm–ün,verbo,mezclar,,,Augusta 1903
190428263513,reyün,reyü–n,verbo,mezclarse,,,Augusta 1903
190429050409043513,re felen,re fele–n,verbo,"estar libre, desocupado",,,FFD 2022
19070508013513,rifkan,rifka–n,verbo,"arañar, rasguñar, arañarse, rasguñarse",,,Augusta 1903
19071226,rimü,rimü,sustantivo,otoño,,,FFD 2022
190727082612352613,riwkümün,riwküm–ün,verbo,"meter bullar, ruido, hacer sonar",,,FFD 2022
1917052609352613,rofülün,rofül–ün,verbo,abrazar,,,FFD 2022
1917080715,rokiñ,rokiñ,sustantivo,provisión para viaje,,,Augusta 1903
191708071522253513,rokiñtun,rokiñtu–n,verbo,tomar provisiones,,,Augusta 1903
1917131722253513,ronotun,ronotu–n,verbo,hornear,,,FFD 2022
191727,row,row,sustantivo,rama,,,Augusta 1903
19173513,ron,ro–n,verbo,destripar,,,Augusta 1903
19250405352613,ruefün,ruef–ün,verbo,rascar,,,Augusta 1903
1925043513,ruen,rue–n,verbo,rascar,,,Augusta 1903
19250825,ruku,ruku,sustantivo,pecho,,,FFD 2022
19250912043513,rulmen,rulme–n,verbo,tragar,,,FFD 2022
19251204,rume,rume,adverbio,a lo menos,,,Augusta 1903
192512043513,rumen,rume–n,verbo,"pasar allá, pasar hacia allá",,,FFD 2022
19251601052622253513,rungafütun,rungafütu–n,verbo,quejarse demasiado,,,Augusta 1903
192518013513,rupan,rupa–n,verbo,"pasar aca, pasar hacia aquí, suceder",,,FFD 2022
1925240422253513,rutretun,rutretu–n,verbo,pellizcar,,,Augusta 1903
19253513,run,ru–n,verbo,pasar,,,Augusta 1903
192605,rüf,rüf,adverbio,de veras,,,Augusta 1903
1926052225,rüftu,rüftu,adverbio,de veras,,,Augusta 1903
192605263513,rüfün,rüfü–n,verbo,trasegar,,,Augusta 1903
1926071608263513,ringkün,rüingkü–n,verbo,saltar,,,FFD 2022
1926080105263513,rükafün,rükafü–n,verbo,clavarse uno algo al pisar,,,Augusta 1903
19260825,rüku,rüku,sustantivo,pecho,,,Augusta 1903
192608253513,rükun,rüku–n,verbo,escatimar algo a alguien,,,Augusta 1903
1926082616043513,rüküngen,rükünge–n,verbo,ser mezquino,,,Augusta 1903
1926090409043513,rülelen,rülele–n,verbo,estar resfriado,,,FFD 2022
192609253513,rülun,rülu–n,verbo,zambullir (en el agua),,,Augusta 1903
192612253513,rümun,rümu–n,verbo,zambullir (en el agua),,,Augusta 1903
1926130122253513,rünatun,rünatu–n,verbo,peinarse,,,FFD 2022
1926160109,rüngal,rüngal,adjetivo,enterrado,,,Augusta 1903
1926160109290817050804,rüngal kofke,rüngal kofke,sustantivo,tortilla de rescoldo,,,FFD 2022
1926160109352613,rüngalün,rüngal–ün,verbo,"enterrar, hacer hoyo",,,FFD 2022
1926160113,rüngan,rüngan,sustantivo,"hoyo, cueva",,,Augusta 1903
192616013513,rüngan,rünga–n,verbo,"cavar, ahuecarse, socavarse",,,FFD 2022
192616043513,rüngen,rünge–n,verbo,"ser grueso (tabla, cama)",,,Augusta 1903
19261607,rüngi,rüngi,sustantivo,"colihue, lanza",,,Augusta 1903
192616081728,rüngkoy,rüngkoy,sustantivo,talón,,,FFD 2022
19261608263513,rüngkün,rüngkü–n,verbo,saltar,,,FFD 2022
19261617,rüngo,rüngo,sustantivo,harina fina,,,Augusta 1903
192616173513,rüngon,rüngo–n,verbo,moler fino,,,Augusta 1903
1926162612352613,rüngümün,rüngüm–ün,verbo,moler,,,FFD 2022
192618253513,rüpun,rüpu–n,verbo,"cercenar, cortar a golpes",,,Augusta 1903
19261826,rüpü,rüpü,sustantivo,camino,,,Augusta 1903
1926182609352613,rüpülün,rüpül–ün,verbo,hacerlo (el camino),,,Augusta 1903
192624010504,rütrafe,rütrafe,sustantivo,herrero,,,Augusta 1903
192624013513,rütran,rütra–n,verbo,"trabajar en platería, forjar",,,FFD 2022
192624043513,rütren,rütre–n,verbo,empujar,,,Augusta 1903
192624071522253513,rütriñtun,rütriñtu–n,verbo,prender (un vestido),,,Augusta 1903
1926241713,rütron,rütron,sustantivo,arbusto,,,Augusta 1903
19262417132225,rütrontu,rütrontu,sustantivo,matorral,,,Augusta 1903
2001152704,sañwe,sañwe,sustantivo,chancho,,,FFD 2022
200419050715,serfiñ,serfiñ,sustantivo,sirviente,,,Augusta 1903
20041905073513,serfin,serfi–n,verbo,servir,,,Augusta 1903
20042425082613253513,setrukünun,setrukünu–n,verbo,dar apoyo,,,Augusta 1903
2004242509043513,setrulen,setrule–n,verbo,estar apoyado,,,Augusta 1903
20070809042201,sikleta,sikleta,sustantivo,bicicleta,,,FFD 2022
202519013513,suran,sura–n,verbo,jurar,,,Augusta 1903
202608260909,süküll,süküll,sustantivo,prendedor,,,FFD 2022
210108073513,shakin,shaki–n,verbo,honrar,,,Augusta 1903
21040225082613253513,shechukünun,shechukünu–n,verbo,dar apoyo,,,Augusta 1903
2104022509043513,shechulen,shechule–n,verbo,estar apoyado,,,Augusta 1903
21170908073513,sholkin,sholki–n,verbo,arrancar el cutis,,,Augusta 1903
2125020422253513,shuchetun,shuchetu–n,verbo,"descabezar (trigo, cebada)",,,Augusta 1903
212512180122253513,shumpatun,shumpatu–n,verbo,atentar,,,Augusta 1903
2126152509352613,shüñulün,shüñul–ün,verbo,pasar agachado,,,Augusta 1903
2126152512352613,shüñumün,shüñum–ün,verbo,pasar agachado,,,Augusta 1903
21261604082612043513,shüngekümen,shüngeküme–n,verbo,correrse,,,Augusta 1903
21261604082618013513,shüngeküpan,shüngeküpa–n,verbo,correrse,,,Augusta 1903
21261604192512043513,shüngerumen,shüngerume–n,verbo,correrse,,,Augusta 1903
21261604192518013513,shüngerupan,shüngerupa–n,verbo,correrse,,,Augusta 1903
21261604272609352613,shüngewülün,shüngewül–ün,verbo,correr objetos y personas,,,Augusta 1903
212616043513,shüngen,shünge–n,verbo,"ser grueso (tabla, cama)",,,Augusta 1903
2201082513,takun,takun,sustantivo,vestido,,,Augusta 1903
220108253513,takun,taku–n,verbo,"vestir; cubrir, tapar",,,FFD 2022
22011308263513,tankün,tankü–n,verbo,obedecer,,,Augusta 1903
22042805253513,teyfun,teyfu–n,verbo,destruir,,,Augusta 1903
22042805263513,teyfün,teyfü–n,verbo,derrumbarse (p. ej. construcciones),,,FFD 2022
220428352613,teyün,tey–ün,verbo,deshacerse,,,Augusta 1903
221705080413,tofken,tofken,sustantivo,esputo,,,Augusta 1903
22170508263513,tofkün,tofkü–n,verbo,escupir,,,Augusta 1903
22170807,toki,toki,sustantivo,hacha,,,Augusta 1903
2217080708251901,tokikura,tokikura,sustantivo,piedra de toki,,,FFD 2022
2217080722253513,tokitun,tokitu–n,verbo,hachear,,,Augusta 1903
221709,tol,tol,sustantivo,frente,,,FFD 2022
22171317132704,tononwe,tononwe,sustantivo,listón portalizos,,,FFD 2022
221718013513,topan,topa–n,verbo,tener buen éxito,,,Augusta 1903
2217180409,topel,topel,sustantivo,nuca,,,FFD 2022
222508250918013513,tukulpan,tukulpa–n,verbo,"acordarse, recordar",,,FFD 2022
22250825092527352613,tukuluwün,tukuluw–ün,verbo,vestir,,,FFD 2022
22250825222527352613,tukutuwün,tukutuw–ün,verbo,vestirse,,,FFD 2022
22250825240113352613,tukutranün,tukutran–ün,verbo,"enfermarse, contagiarse",,,FFD 2022
222508253513,tukun,tuku–n,verbo,"echar, poner, sembrar",,,FFD 2022
22251825,tupu,tupu,sustantivo,alfiler para ropa,,,FFD 2022
222519011617,turango,turango,sustantivo,durazno,,,FFD 2022
2225220427082609043513,tutewkülen,tutewküle–n,verbo,estar contento,,,Augusta 1903
222522043513,tuten,tute–n,verbo,"ser mucho, bonito; contentar a alguien, satisfacer a alguien",,,Augusta 1903
2225272613,tuwün,tuwün,sustantivo,"origen, genealogía",,,FFD 2022
222527352613,tuwün,tuw–ün,verbo,"provenir, proceder, resultar",,,FFD 2022
22253513,tun,tu–n,verbo,"tomar, coger",,,Augusta 1903
22253513,tun,tu–n,verbo,"agarrar, recoger",,,FFD 2022
222608253513,tükun,tüku–n,verbo,"echar adentro, meter, ponerse (vestidos)",,,Augusta 1903
2226162612352613,tüngümün,tüngüm–ün,verbo,sosegar,,,Augusta 1903
222616352613,tüngün,tüng–ün,verbo,"parar, apaciguarse, sosegarse, estar sin ocupación, estar en sosiego; dejar en sosiego",,,FFD 2022
24010512013513,trafman,trafma–n,verbo,encontrar por suerte,,,Augusta 1903
24010512043513,trafmen,trafme–n,verbo,ir a encontrar,,,Augusta 1903
240105173513,trafon,trafo–n,verbo,quebrar,,,Augusta 1903
24010518013513,trafpan,trafpa–n,verbo,venir a encontrar,,,Augusta 1903
24010522253513,traftun,traftu–n,verbo,oponer,,,FFD 2022
2401052401091705253513,traftralofun,traftralofu–n,verbo,"recipr. dar un cuerpo contra otro, chocar",,,Augusta 1903
24010528043513,trafyen,trafye–n,verbo,"encontrar, dar con alguien",,,Augusta 1903
