id,mapudungun,raiz,gramatica,castellano,ejemplo,imagen,source
0817281001222509352613,koyl’atulün,koyl'atul–ün,verbo,mentir a alguien,,,Augusta 1903
081728100122253513,koyl’atun,koyl'atu–n,verbo,mentir,,,Augusta 1903
0817281825,koypu,koypu,sustantivo,"animal cuadrúpedo de río, roedor",,,Augusta 1903
082503043513,kuden,kude–n,verbo,"jugar, apostar",,,Augusta 1903
08250307,kudi,kudi,sustantivo,piedra para moler,,,FFD 2022
0825032512082613253513,kudumkünun,kudumkünu–n,verbo,acostar a alguien,,,Augusta 1903
0825032512352613,kudumün,kudum–ün,verbo,acostarse con alguien,,,Augusta 1903
082503253513,kudun,kudu–n,verbo,acostarse,,,FFD 2022
0825043513,kuen,kue–n,verbo,asar (papas) y asado,,,Augusta 1903
0825052613,kufün,kufün,adjetivo,caliente,,,Augusta 1903
082505263513,kufün,kufü–n,verbo,escarmentar,,,Augusta 1903
082506,kug,kug,sustantivo,mano,,,Augusta 1903
08250901132225,kulantu,kulantu,sustantivo,cilantro,,,FFD 2022
082509090715,kulliñ,kulliñ,sustantivo,animal,,,Augusta 1903
08250909073513,kullin,kulli–n,verbo,pagar,,,FFD 2022
0825090908250909,kullkull,kullkull,sustantivo,"kullkull, cuerno de vaca adaptado para tocar",,,FFD 2022
08250909251222253513,kullumtun,kullumtu–n,verbo,lavarse la cara,,,FFD 2022
082509180103,kulpad,kulpad,sustantivo,pantano,,,Augusta 1903
08250918013513,kulpan,kulpa–n,verbo,"cometer culpa, hacer daño, ofender",,,Augusta 1903
082509242516,kultrung,kultrung,sustantivo,cultrún,,,FFD 2022
082510050413,kul’fen,kul'fen,sustantivo,roce,,,Augusta 1903
08251005263513,kul’fün,kul'fü–n,verbo,rozar,,,Augusta 1903
08251325272613,kunuwün,kunuwün,verbo,"tomar la dirección o postura (p. ej. man püle, wele püle)",,,FFD 2022
08251507050109,kuñifal,kuñifal,sustantivo,"pobre, desvalido",,,Augusta 1903
0825150709,kuñil,kuñil,sustantivo,miembro de familia,,,Augusta 1903
082515070922253513,kuñiltun,kuñiltu–n,verbo,tener lástima,,,Augusta 1903
0825150709352613,kuñilün,kuñil–ün,verbo,tener lástima,,,Augusta 1903
08251507272613,kuñiwün,kuñiwün,sustantivo,peligro,,,Augusta 1903
0825152609,kuñül,kuñül,sustantivo,miembro de familia,,,Augusta 1903
0825152609352613,kuñülün,kuñül–ün,verbo,"sentir lástima, compadecerse",,,FFD 2022
0825180422253513,kupetun,kupetu–n,verbo,parchar,,,Augusta 1903
0825180709352613,kupilün,kupil–ün,verbo,"cortar el cabello, pelarse la cabeza, raparse",,,FFD 2022
08251826092704,kupülwe,kupülwe,sustantivo,cuna donde se faja a la guagua y que se puede transportar,,,Augusta 1903
0825182609352613,kupülün,kupül–ün,verbo,fajar a las guaguas,,,Augusta 1903
0825182612352613,kupümün,kupüm–ün,verbo,escarmentar,,,Augusta 1903
08251901,kura,kura,sustantivo,piedra,,,Augusta 1903
08251901091604,kuralnge,kuralnge,sustantivo,iris del ojo,,,FFD 2022
0825190112,kuram,kuram,sustantivo,huevo,,,Augusta 1903
0825190112352613,kuramün,kuram–ün,verbo,poner huevos,,,Augusta 1903
0825190122253513,kuratun,kuratu–n,verbo,apedrear,,,Augusta 1903
08251904,kure,kure,sustantivo,esposa,,,Augusta 1903
0825190416043513,kurengen,kurenge–n,verbo,"casarse, tener esposa",,,FFD 2022
0825190422253513,kuretun,kuretu–n,verbo,usar de la mujer,,,Augusta 1903
0825190428043513,kureyen,kureye–n,verbo,tomar por esposa,,,Augusta 1903
08251926,kurü,kurü,adjetivo,negro,,,Augusta 1903
08251926,kurü,kurü,sustantivo,negro,,,FFD 2022
0825192622253513,kurütun,kurütu–n,verbo,teñir de negro,,,Augusta 1903
08252104,kushe,kushe,sustantivo,mujer anciana,,,Augusta 1903
08252104,kushe,kushe,adjetivo,vieja (de personas),,,Augusta 1903
082521043513,kushen,kushe–n,verbo,ser anciana,,,Augusta 1903
082522011201,kutama,kutama,sustantivo,"saco, arreglado como alforja",,,Augusta 1903
0825240113,kutran,kutran,sustantivo,enfermedad,,,Augusta 1903
0825240113,kutran,kutran,adjetivo,enfermo,,,Augusta 1903
0825240113,kutran,kutran,sustantivo,"enfermo, el enfermo",,,Augusta 1903
08252401130325011228043513,kutranduamyen,kutranduamye–n,verbo,"tener compasión, misericordia de alguien",,,Augusta 1903
082524011303250112352613,kutranduamün,kutranduam–ün,verbo,"entristecerse, tener pena",,,Augusta 1903
0825240113082609043513,kutrankülen,kutranküle–n,verbo,estar enfermo,,,Augusta 1903
082524011318072708043513,kutranpiwken,kutranpiwke–n,verbo,tener enfermedad del corazón,,,Augusta 1903
0825240113182624013513,kutranpütran,kutranpütra–n,verbo,tener enfermedad del vientre,,,Augusta 1903
08252401132225090413,kutrantulen,kutrantulen,sustantivo,dolor,,,Augusta 1903
082524011322250908013513,kutrantulkan,kutrantulka–n,verbo,atormentar,,,Augusta 1903
0825240113222527261316043513,kutrantuwünngen,kutrantuwünnge–n,verbo,ser dolorido,,,Augusta 1903
082524011322253513,kutrantun,kutrantu–n,verbo,doler,,,Augusta 1903
0825240113352613,kutranün,kutran–ün,verbo,"doler, tener un dolor, enfermarse",,,FFD 2022
08252407,kutri,kutri,sustantivo,vagina,,,FFD 2022
08252801,kuya,kuya,sustantivo,comadreja,,,Augusta 1903
0825280105352613,kuyafün,kuyaf–ün,verbo,azotar con correas o cordeles,,,Augusta 1903
0825280507,kuyfi,kuyfi,adverbio,"hace mucho tiempo, antiguamente",,,Augusta 1903
0825282510,kuyul’,kuyul',sustantivo,carbón,,,Augusta 1903
0825282612,kuyüm,kuyüm,sustantivo,arena,,,Augusta 1903
08260201051719173513,küchaforon,küchaforo–n,verbo,lavarse los dientes,,,FFD 2022
0826020108013513,küchakan,küchaka–n,verbo,lavar,,,Augusta 1903
08260201082627352613,küchaküwün,küchaküw–ün,verbo,lavarse las manos,,,FFD 2022
08260201190109073513,kücharalin,kücharali–n,verbo,lavar platos,,,FFD 2022
08260201222527040301080409253513,küchatuwedakelun,küchatuwedakelu–n,verbo,lavar ropa,,,FFD 2022
082602013513,küchan,kücha–n,verbo,lavar,,,FFD 2022
082602253513,küchun,küchu–n,verbo,"mojarse, empaparse",,,FFD 2022
0826030115,küdañ,küdañ,sustantivo,testículos,,,FFD 2022
0826030127,küdaw,küdaw,sustantivo,trabajo,,,Augusta 1903
0826030127352613,küdawün,küdaw–ün,verbo,trabajar,,,FFD 2022
08260304,küde,küde,sustantivo,lumbrera,,,Augusta 1903
0826030422253513,küdetun,küdetu–n,verbo,alumbrar con küde,,,Augusta 1903
0826050727082609043513,küfiwkülen,küfiwküle–n,verbo,estar estreñido (de vientre),,,Augusta 1903
0826050727352613,küfiwün,küfiw–ün,verbo,estreñirse (del vientre),,,Augusta 1903
082605082605263513,küfküfün,küfküfü–n,verbo,empacharse,,,Augusta 1903
08260901,küla,küla,sustantivo,tres,,,FFD 2022
082609020105263513,külchafün,külchafü–n,verbo,mojarse,,,Augusta 1903
0826090413,külen,külen,sustantivo,"cola, rabo",,,Augusta 1903
082609052613082609043513,külfünkülen,külfünküle–n,verbo,estar activo,,,FFD 2022
08260907272614,küliwün’,küliwün',sustantivo,quijadas,,,Augusta 1903
082609080128,külkay,külkay,sustantivo,colgante,,,FFD 2022
0826090817,külko,külko,sustantivo,canasto o canastita hecha de kolkopiw,,,FFD 2022
08260909012822253513,küllaytun,küllaytu–n,verbo,lavarse el pelo,,,FFD 2022
082609090204,küllche,küllche,sustantivo,tripas,,,Augusta 1903
08260909041525,külleñu,külleñu,sustantivo,lágrima,,,Augusta 1903
08260909073513,küllin,külli–n,verbo,"acertar, achuntar",,,FFD 2022
08260909120122253513,küllmatun,küllmatu–n,verbo,lamer,,,Augusta 1903
0826090912013513,küllman,küllma–n,verbo,lamer,,,Augusta 1903
0826090918012822253513,küllpaytun,küllpaytu–n,verbo,suplantar,,,Augusta 1903
08260909251222253513,küllumtun,küllumtu–n,verbo,lavar la cara,,,FFD 2022
08260917090826091709,külolkülol,külolkülol,sustantivo,gargüero,,,Augusta 1903
0826091727,külow,külow,sustantivo,travesaño,,,FFD 2022
08260926,külü,külü,adjetivo,inclinado,,,Augusta 1903
082609260409,külüel,külüel,sustantivo,la quebrada,,,Augusta 1903
08260926082613253513,külükünun,külükünu–n,verbo,hacerse a un lado,,,Augusta 1903
08260926192518013513,külürupan,külürupa–n,verbo,ladearse,,,Augusta 1903
082609263513,külün,külü–n,verbo,"inclinarse, ladearse; kəlün antü al declinar el sol",,,Augusta 1903
08261001,kül'a,kül'a,sustantivo,quila (arbusto),,,Augusta 1903
0826100526,kül’fü,kül'fü,sustantivo,cierta clase de pato,,,Augusta 1903
0826100526,kül’fü,kül'fü,adjetivo,"ligero en trabajar y caminar, de personas y animales",,,Augusta 1903
082610052616043513,kül’füngen,kül'fünge–n,verbo,ser ligero,,,Augusta 1903
08261005263513,kül’fün,kül'fü–n,verbo,ser ligero,,,Augusta 1903
0826102707,kül’wi,kül'wi,sustantivo,cierta clase de porotos,,,Augusta 1903
08261204,küme,küme,adjetivo,bueno,,,Augusta 1903
082612040409352613,kümeelün,kümeel–ün,verbo,reparar,,,FFD 2022
082612040826120422253513,kümekümetun,kümekümetu–n,verbo,probar algo por su gusto,,,Augusta 1903
08261204090408013513,kümelekan,kümeleka–n,verbo,estar bien,,,FFD 2022
0826120409043513,kümelen,kümele–n,verbo,estoy bien,,,FFD 2022
0826120409080109043513,kümelkalen,kümelkale–n,verbo,estar bien,,,FFD 2022
0826120409080122253513,kümelkatun,kümelkatu–n,verbo,perdonar a alguien,,,Augusta 1903
082612040908013513,kümelkan,kümelka–n,verbo,"ordenar, hacer bien algo o a alguien",,,FFD 2022
0826120413,kümen,kümen,sustantivo,gusto,,,Augusta 1903
0826120413222508011322253513,kümentukantun,kümentukantu–n,verbo,probar algo por su gusto,,,Augusta 1903
082612041322253513,kümentun,kümentu–n,verbo,"gustar, hallar bueno, juzgar bueno",,,FFD 2022
082612042901082508171318012801281226132922010715291925080129120427,küme akukonpayaymün taiñ ruka mew,küme akukonpayaymün taiñ ruka mew,expresión,bienvenidos a nuestro hogar,,,FFD 2022
08261204290326162528043513,küme dünguyen,küme dünguye–n,verbo,hablar bien de alguno,,,Augusta 1903
08261204290409352613,küme elün,küme el–ün,verbo,componer algo,,,Augusta 1903
082612042916043513,küme ngen,küme nge–n,verbo,ser bueno,,,Augusta 1903
082612043513,kümen,küme–n,verbo,"ser bueno, ser útil",,,FFD 2022
0826121713,kümon,kümon,sustantivo,pantorrilla y lagarto del brazo,,,Augusta 1903
08261218253513,kümpun,kümpu–n,verbo,destrozar,,,Augusta 1903
08261301,küna,küna,sustantivo,paja cortadera,,,Augusta 1903
0826130128263513,künayün,künayü–n,verbo,boyar,,,Augusta 1903
0826130217,küncho,küncho,adjetivo,cojo,,,Augusta 1903
0826130217280127352613,künchoyawün,künchoyaw–ün,verbo,andar cojo,,,Augusta 1903
08261302173513,künchon,küncho–n,verbo,ponerse cojo,,,Augusta 1903
0826130817292401190713,künko trarin,künko trarin,sustantivo,cola de caballo,,,FFD 2022
08261324173513,küntron,küntro–n,verbo,cojear,,,FFD 2022
08261324263513,küntrün,küntrü–n,verbo,ser llevado por los vientos (la embarcación),,,Augusta 1903
0826132509352613,künulün,künul–ün,verbo,hincharse,,,Augusta 1903
082613253513,künun,künu–n,verbo,"dejar, poner",,,Augusta 1903
082613263513,künün,künü–n,verbo,"tender a lo largo (red, alambre)",,,Augusta 1903
08261504,küñe,küñe,sustantivo,gemelos,,,Augusta 1903
082615043513,küñen,küñe–n,verbo,tener gemelos,,,Augusta 1903
0826180109,küpal,küpal,sustantivo,"generación, nación, descendencia",,,Augusta 1903
0826180109352613,küpalün,küpal–ün,verbo,"traer (algo), hacer venir",,,FFD 2022
082618013513,küpan,küpa–n,verbo,venir,,,FFD 2022
0826192605,kürüf,kürüf,sustantivo,"viento, espíritu",,,Augusta 1903
0826192605222508251201272613,kürüftukumawün,kürüftukumawün,sustantivo,temporal,,,FFD 2022
08261926052901132226,kürüf antü,kürüf antü,expresión,día ventoso,,,FFD 2022
0826240109,kütral,kütral,sustantivo,fuego,,,Augusta 1903
082624010922253513,kütraltun,kütraltu–n,verbo,"hacer fuego, quemar algo",,,FFD 2022
08262401092704,kütralwe,kütralwe,sustantivo,hogar,,,Augusta 1903
0826241703263513,kütrodün,kütrodü–n,verbo,"resfregar (pasto, hojas)",,,Augusta 1903
0826241719263513,kütrorün,kütrorü–n,verbo,"resfregar (pasto, hojas)",,,Augusta 1903
0826242513,kütrun,kütrun,sustantivo,moño tomate,,,FFD 2022
0826242613041322253513,kütrünentun,kütrünentu–n,verbo,sacar exprimiendo,,,Augusta 1903
0826242616,kütrüng,kütrüng,sustantivo,"fardo, bulto, atado",,,Augusta 1903
082624263513,kütrün,kütrü–n,verbo,"comprimir, exprimir",,,Augusta 1903
08262726,küwü,küwü,sustantivo,mano,,,FFD 2022
0826280414,küyen’,küyen',sustantivo,luna,,,Augusta 1903
090105,laf,laf,adjetivo,"plano, parejo",,,Augusta 1903
090105080413,lafken,lafken,sustantivo,mar,,,FFD 2022
090112160413,lamngen,lamngen,sustantivo,hermana (entre mujeres; mujer y hombre),,,FFD 2022
090113082609043513,lankülen,lanküle–n,verbo,estarlo (hundido),,,Augusta 1903
090113130106352613,lannagün,lannag–ün,verbo,irse a la hondura,,,Augusta 1903
090113352613,lanün,lan–ün,verbo,"irse abajo, a la hondura, a pique, hundirse",,,Augusta 1903
0901162612352613,langümün,langüm–ün,verbo,matar,,,FFD 2022
090119352613,larün,lar–ün,verbo,"caerse (las montañas, el sembrado por el viento)",,,Augusta 1903
0901272612352613,lawümün,lawüm–ün,verbo,pelar (como en la curtiduría),,,Augusta 1903
090127352613,lawün,law–ün,verbo,pelarse,,,Augusta 1903
09013513,lan,la–n,verbo,morir,,,FFD 2022
090405,lef,lef,adjetivo,"ligero, corriendo",,,Augusta 1903
09040508171322253513,lefkontun,lefkontu–n,verbo,atacar,,,Augusta 1903
09040522253513,leftun,leftu–n,verbo,"atacar, ser corneador",,,Augusta 1903
090405272622253513,lefwütun,lefwütu–n,verbo,atacar,,,Augusta 1903
09040528043513,lefyen,lefye–n,verbo,arrebatar por asalto,,,Augusta 1903
090405352613,lefün,lef–ün,verbo,correr,,,FFD 2022
090406,leg,leg,adjetivo,acertado,,,Augusta 1903
090409052613,lelfün,lelfün,sustantivo,pampa,,,Augusta 1903
090409070826132513291604,lelikünun nge,lelikünun nge,verbo,abrir los ojos,,,Augusta 1903
0904090709043513,lelilen,lelile–n,verbo,estar con los ojos abiertos,,,Augusta 1903
090409071307043513,lelinien,lelinie–n,verbo,mirar algo con atención,,,Augusta 1903
09040907131826190112352613,lelinpüramün,lelinpüram–ün,verbo,mirar hacia arriba,,,Augusta 1903
0904090713222608253513,lelintükun,lelintüku–n,verbo,mirar adentro,,,Augusta 1903
090409072726092613,leliwülün,leliwülün,verbo,dar miradas y mirar algo,,,Augusta 1903
090412253513,lemun,lemu–n,verbo,tener fuerza para levantarse (el enfermo),,,Augusta 1903
090412352613,lemün,lem–ün,verbo,levantar (cargas pesadas),,,Augusta 1903
090418261218042804,lepümpeye,lepümpeye,adjetivo,corredor,,,Augusta 1903
0904182612352613,lepümün,lepüm–ün,verbo,echar a correr,,,Augusta 1903
0904182613,lepün,lepün,sustantivo,patio,,,Augusta 1903
090418263513,lepün,lepü–n,verbo,barrer,,,FFD 2022
090428043513,leyen,leye–n,verbo,leer,,,FFD 2022
090428082612352613,leykümün,leyküm–ün,verbo,aflojar,,,Augusta 1903
09070207,lichi,lichi,sustantivo,leche,,,Augusta 1903
0907020722253513,lichitun,lichitu–n,verbo,esp. tomar leche,,,FFD 2022
090705,lif,lif,adjetivo,limpio,,,Augusta 1903
090705082609043513,lifkülen,lifküle–n,verbo,estar limpio,,,FFD 2022
09070522253513,liftun,liftu–n,verbo,limpiar,,,FFD 2022
090706,lig,lig,adjetivo,blanco,,,Augusta 1903
090706,lig,lig,sustantivo,blanco,,,FFD 2022
090709,lil,lil,sustantivo,peñasco,,,Augusta 1903
09070901,lila,lila,sustantivo,era,,,Augusta 1903
090715,liñ,liñ,sustantivo,ratonera,,,Augusta 1903
09071525,liñu,liñu,sustantivo,linaza,,,Augusta 1903
0907180116,lipang,lipang,sustantivo,brazo,,,FFD 2022
0907182612352613,lipümün,lipüm–ün,verbo,limpiar algo,,,Augusta 1903
09072704,liwe,liwe,sustantivo,ano,,,Augusta 1903
0907270413,liwen,liwen,sustantivo,mañana,,,Augusta 1903
09090103082609043513,lladkülen,lladküle–n,verbo,estar triste,,,FFD 2022
09090103082612352613,lladkümün,lladküm–ün,verbo,apaciguarse,,,Augusta 1903
0909010308263513,lladkün,lladkü–n,verbo,"enojarse, frustrarse",,,FFD 2022
09090105352613,llafün,llaf–ün,verbo,sanar,,,Augusta 1903
09090106,llag,llag,sustantivo,"la mitad de las cosas, parte",,,Augusta 1903
09090106352613,llagün,llag–ün,verbo,brindar,,,Augusta 1903
0909010817032501120409352613,llakoduamelün,llakoduamel–ün,verbo,"sosegar, tranquilizar",,,Augusta 1903
090901081703250112352613,llakoduamün,llakoduam–ün,verbo,"sosegarse, tranquilizarse",,,Augusta 1903
090901081709043513,llakolen,llakole–n,verbo,ser apacible,,,Augusta 1903
090901081709352613,llakolün,llakol–ün,verbo,"calmar, sanar",,,FFD 2022
09090108173513,llakon,llako–n,verbo,"calmarse (lluvia, viento, ruido, dolor)",,,Augusta 1903
09090109090722253513,llallitun,llallitu–n,verbo,hacer visitas,,,Augusta 1903
09090112182603080413,llampüdken,llampüdken,sustantivo,mariposa,,,FFD 2022
09090116080105171917,llangkaforo,llangkaforo,sustantivo,clavícula,,,FFD 2022
0909011608173513,llangkon,llangko–n,verbo,caerse las flores o frutas espontáneamente,,,Augusta 1903
09090116082612352613,llangkümün,llangküm–ün,verbo,"dejar caer, perder algo",,,Augusta 1903
0909011608263513,llangkün,llangkü–n,verbo,caer,,,Augusta 1903
090901182612352613,llapümün,llapüm–ün,verbo,sanar,,,Augusta 1903
0909012704,llawe,llawe,sustantivo,vientre,,,FFD 2022
09090127050413,llawfen,llawfen,sustantivo,sombra (pero no la imagen producida por la sombra),,,Augusta 1903
09090127080422253513,llawketun,llawketu–n,verbo,regalar a alguien parte de carne,,,Augusta 1903
090901281301082612352613,llaynakümün,llaynaküm–ün,verbo,poner aparte alguna cosa por descuido o algún interés,,,Augusta 1903
0909040612013513,llegman,llegma–n,verbo,nacerle a uno (constrúyase: obtener un hijo),,,Augusta 1903
09090406352613,llegün,lleg–ün,verbo,nacer,,,FFD 2022
090904090907182509043513,llellipulen,llellipule–n,verbo,ser humilde,,,Augusta 1903
09090409090718253513,llellipun,llellipu–n,verbo,rogar a alguna,,,Augusta 1903
0909041826,llepü,llepü,sustantivo,balay plano,,,FFD 2022
090904272612352613,llewümün,llewüm–ün,verbo,derretir,,,Augusta 1903
09090427352613,llewün,llew–ün,verbo,derretirse,,,Augusta 1903
0909070207,llichi,llichi,sustantivo,leche,,,Augusta 1903
09090703352613,llidün,llid–ün,verbo,aconcharse,,,Augusta 1903
0909070804,llike,llike,sustantivo,"pierna, muslo",,,FFD 2022
09090722253513,llitun,llitu–n,verbo,comenzar,,,FFD 2022
09091702173513,llochon,llocho–n,verbo,aflojarse,,,Augusta 1903
0909170522253513,lloftun,lloftu–n,verbo,"acechar, aguaitar",,,Augusta 1903
09091727032516253513,llowdungun,llowdungu–n,verbo,contestar,,,FFD 2022
09091727032616253513,llowdüngun,llowdüngu–n,verbo,"contestar, responder",,,Augusta 1903
090917271226241716352613,llowmütrongün,llowmütrong–ün,verbo,devolver el golpe,,,Augusta 1903
090917271226242612352613,llowmütrümün,llowmütrüm–ün,verbo,contestar a gritos,,,Augusta 1903
09091727352613,llowün,llow–ün,verbo,"recibir, aceptar",,,FFD 2022
09091728,lloy,lloy,adjetivo,tonto,,,Augusta 1903
09091728263513,lloyün,lloyü–n,verbo,agacharse,,,Augusta 1903
0909250308263513,lludkün,lludkü–n,verbo,abortar por enfermedad,,,Augusta 1903
0909250526,llufü,llufü,adjetivo,"hondo, profundo, hondura",,,Augusta 1903
090925122612352613,llumümün,llumüm–ün,verbo,"esconder, ocultar",,,Augusta 1903
09092512352613,llumün,llum–ün,verbo,esconderse,,,Augusta 1903
09092527352613,lluwün,lluw–ün,verbo,"diluirse, resolverse, derretirse; lluwəmn diluir, derretir",,,Augusta 1903
090926050804,llüfke,llüfke,sustantivo,relámpago,,,Augusta 1903
0909260508043513,llüfken,llüfke–n,verbo,relampaguear,,,Augusta 1903
090926080103250112352613,llükaduamün,llükaduam–ün,verbo,tener temor,,,Augusta 1903
090926080113,llükan,llükan,sustantivo,temor,,,Augusta 1903
090926080113220413,llükanten,llükanten,adjetivo,miedoso,,,Augusta 1903
090926080113222509352613,llükantulün,llükantul–ün,verbo,"intimidar, atemorizar",,,Augusta 1903
09092608013513,llikan,llüka–n,verbo,temer,,,FFD 2022
090926090926121826190112352613,llüllümpüramün,llüllümpüram–ün,verbo,"brillar, elevarse (la llama)",,,Augusta 1903
090926162603,llüngüd,llüngüd,sustantivo,"plano, llano",,,Augusta 1903
090926180115352613,llüpañün,llüpañ–ün,verbo,empollar,,,Augusta 1903
09092627013513,llüwan,llüwa–n,verbo,"percibir, notar, advertir algo",,,Augusta 1903
0917050826030127,lofküdaw,lofküdaw,sustantivo,trabajo en común (minga),,,Augusta 1903
091705270413,lofwen,lofwen,sustantivo,"compañía, sociedad",,,Augusta 1903
091705352613,lofün,lof–ün,verbo,"desblomarse, desbarrancarse",,,Augusta 1903
091709,lol,lol,sustantivo,zanjón,,,Augusta 1903
09170917,lolo,lolo,sustantivo,hoyo,,,Augusta 1903
091713081722253513,lonkotun,lonkotu–n,verbo,"recibir un golpe, herida en la cabeza, tirar a uno del pelo",,,Augusta 1903
0917160817,longko,longko,sustantivo,"cabeza, jefe",,,FFD 2022
09171608172912172817,longko moyo,longko moyo,sustantivo,pezón,,,FFD 2022
09250113,luan,luan,sustantivo,guanaco,,,FFD 2022
0925080122253513,lukatun,lukatu–n,verbo,insultar,,,FFD 2022
09250825,luku,luku,sustantivo,rodilla,,,FFD 2022
09250825222509043513,lukutulen,lukutule–n,verbo,estar de rodillas,,,FFD 2022
0926050804,lüfke,lüfke,sustantivo,relámpago,,,FFD 2022
092605082609043513,lüfkülen,lüfküle–n,verbo,arder,,,Augusta 1903
092605352613,lüfün,lüf–ün,verbo,"quemarse, encenderse",,,Augusta 1903
092606,lüg,lüg,adjetivo,blanco,,,Augusta 1903
0926160119082609043513,lüngarkülen,lüngarküle–n,verbo,estar blanquizco,,,Augusta 1903
0926182509043513,lüpulen,lüpule–n,verbo,estar de barriga,,,Augusta 1903
0926182609043513,lüpülen,lüpüle–n,verbo,estar de guata,,,FFD 2022
09261826122527352613,lüpümuwün,lüpümuw–ün,verbo,quemarse,,,FFD 2022
0926182612352613,lüpümün,lüpüm–ün,verbo,"quemar, encender",,,FFD 2022
09261916043513,lürngen,lürnge–n,verbo,ser plano (p. ej. mapu),,,FFD 2022
1001,l’a,l'a,adjetivo,muerto,,,Augusta 1903
1001,l’a,l'a,sustantivo,persona muerta,,,Augusta 1903
100105080414,l’afken’,l'afken',sustantivo,mar,,,Augusta 1903
10010508041422253513,l’afken’tun,l'afken'tu–n,verbo,coger mariscos,,,Augusta 1903
10010825,l’aku,l'aku,sustantivo,"abuelo paterno, tocayo",,,Augusta 1903
10011322253513,l’antun,l'antu–n,verbo,enviudar,,,Augusta 1903
100116261202043513,l’angümchen,l'angümche–n,verbo,cometer homicidio,,,Augusta 1903
1001162612352613,l’angümün,l'angüm–ün,verbo,matar,,,Augusta 1903
1001270414,l’awen’,l'awen',sustantivo,remedio (yerba),,,Augusta 1903
100127041422253513,l’awen’tun,l'awen'tu–n,verbo,medicinar a alguien,,,Augusta 1903
1001280409352613,l’ayelün,l'ayel–ün,verbo,perder por muerte,,,Augusta 1903
10013513,l’an,l'a–n,verbo,"morir, la muerte",,,Augusta 1903
1004092612352613,l’elümün,l'elüm–ün,verbo,"dejar ir, despedir, despachar, dejar de mano, aflojar",,,Augusta 1903
1004121004121826190112352613,l’eml’empüramün,l'eml'empüram–ün,verbo,"brillar, elevarse (la llama)",,,Augusta 1903
1004270526,l’ewfü,l'ewfü,sustantivo,rio,,,Augusta 1903
1017280801,l'oyka,l'oyka,sustantivo,loica,,,FFD 2022
10250113,l’uan,l'uan,sustantivo,guanaco,,,Augusta 1903
1025080122253513,l’ukatun,l'ukatu–n,verbo,retar,,,Augusta 1903
10251218250112253513,l’umpuamun,l'umpuamu–n,verbo,andar en bandadas,,,Augusta 1903
1025121825102512182516043513,l’umpul’umpungen,l'umpul'umpunge–n,verbo,estar en bandadas,,,Augusta 1903
10251218251819013513,l’umpupran,l'umpupra–n,verbo,levantarse en enjambres,,,Augusta 1903
1025162605263513,l’ungüfün,l'ungüfü–n,verbo,tener lustre,,,Augusta 1903
102605262816043513,l’üfüyngen,l'üfüynge–n,verbo,ser desparejo,,,Augusta 1903
1026082513082609043513,l’ükunkülen,l'ükunküle–n,verbo,estar soprepuesto,,,Augusta 1903
10261007,l’ül’i,l'ül'i,sustantivo,escama,,,Augusta 1903
102612263513,l’ümün,l'ümü–n,verbo,"tragar, devorar",,,Augusta 1903
1026280826130106352613,l’üykünagün,l'üykünag–ün,verbo,caer en gotas,,,Augusta 1903
102628082613222608253513,l’üyküntükun,l'üyküntüku–n,verbo,instilar algo,,,Augusta 1903
10262808263513,l’üykün,l'üykü–n,verbo,gotear,,,Augusta 1903
12010207,machi,machi,sustantivo,machi,,,Augusta 1903
120105263513,mafün,mafü–n,verbo,pagar al dueño de la hija,,,Augusta 1903
12010807,maki,maki,sustantivo,maqui,,,FFD 2022
1201082515,makuñ,makuñ,sustantivo,manta de los hombres,,,Augusta 1903
1201082615,maküñ,maküñ,sustantivo,manto,,,FFD 2022
1201090109,malal,malal,sustantivo,"cerco, corral",,,Augusta 1903
1201090109352613,malalün,malal–ün,verbo,hacer cerco,,,Augusta 1903
1201090413,malen,malen,sustantivo,mujer,,,Augusta 1903
120109090715,malliñ,malliñ,sustantivo,lago,,,Augusta 1903
12010909253513,mallun,mallu–n,verbo,cocer con agua,,,Augusta 1903
120109120127352613,malmawün,malmaw–ün,verbo,vanagloriarse,,,Augusta 1903
1201091713,malon,malon,sustantivo,saqueo de animales,,,Augusta 1903
120109173513,malon,malo–n,verbo,arrearle los animales a los enemigos y saquearle,,,Augusta 1903
120109263513,malün,malü–n,verbo,"palpar, revisar",,,FFD 2022
120110263513,mal’ün,mal'ü–n,verbo,"registrar algo, palpear, manosear, probar",,,Augusta 1903
120112260909,mamüll,mamüll,sustantivo,"madera, palo, árbol",,,Augusta 1903
120112260909352613,mamüllün,mamüll–ün,verbo,buscar leña,,,Augusta 1903
120113,man,man,adjetivo,"derecho, diestro (lado)",,,Augusta 1903
12011304092527352613,maneluwün,maneluw–ün,verbo,"confiarse, tenerse esperanza",,,FFD 2022
120113082506352613,mankugün,mankug–ün,verbo,pasar la mano derecha a alguien,,,Augusta 1903
1201130825272609352613,mankuwülün,mankuwül–ün,verbo,saludar con la mano derecha,,,FFD 2022
12011321011301,manshana,manshana,sustantivo,manzana,,,FFD 2022
1201152512,mañum,mañum,sustantivo,"gracias, premio",,,Augusta 1903
12011525122225,mañumtu,mañumtu,sustantivo,"gracias, premio",,,Augusta 1903
120115251222253513,mañumtun,mañumtu–n,verbo,agradecer,,,Augusta 1903
1201152512352613,mañumün,mañum–ün,verbo,agradecer,,,Augusta 1903
